Date,Vaccinated (daily),Vaccinated (cumu),Vaccinated population percentage,Second dose (daily),Second dose (cumu),Second dose population precentage
2020-12-19,40,57,0,0,0,0
2020-12-20,6885,6942,0.08,0,0,0
2020-12-21,22380,29322,0.33,0,0,0
2020-12-22,40830,70152,0.79,0,0,0
2020-12-23,58861,129013,1.45,0,0,0
2020-12-24,70242,199255,2.24,0,0,0
2020-12-25,37666,236921,2.67,0,0,0
2020-12-26,31964,268885,3.03,0,0,0
2020-12-27,100569,369454,4.16,0,0,0
2020-12-28,128709,498163,5.61,0,0,0
2020-12-29,151121,649284,7.31,0,0,0
2020-12-30,148316,797600,8.98,0,0,0
2020-12-31,154436,952036,10.71,0,0,0
2021-01-01,70267,1022303,11.5,0,0,0
2021-01-02,70558,1092861,12.3,0,0,0
2021-01-03,144787,1237648,13.93,0,0,0
2021-01-04,138815,1376463,15.49,2,2,0
2021-01-05,122352,1498815,16.87,0,2,0
2021-01-06,100319,1599134,17.99,0,2,0
2021-01-07,113249,1712383,19.27,4,6,0
2021-01-08,65164,1777547,20,5,11,0
2021-01-09,43822,1821369,20.5,26,37,0
2021-01-10,37202,1858571,20.91,5547,5584,0.06
2021-01-11,21843,1880414,21.16,17348,22932,0.26
2021-01-12,26536,1906950,21.46,31812,54744,0.62
2021-01-13,53892,1960842,22.06,52643,107387,1.21
2021-01-14,57427,2018269,22.71,65394,172781,1.94
2021-01-15,30418,2048687,23.05,35042,207823,2.34
2021-01-16,29164,2077851,23.38,25432,233255,2.62
2021-01-17,68719,2146570,24.15,81198,314453,3.54
2021-01-18,72597,2219167,24.97,113306,427759,4.81
2021-01-19,74850,2294017,25.81,131326,559085,6.29
2021-01-20,78437,2372454,26.7,137394,696479,7.84
2021-01-21,71724,2444178,27.5,156780,853259,9.6
2021-01-22,38914,2483092,27.94,68957,922216,10.38
2021-01-23,9104,2492196,28.04,17611,939827,10.58
