Date,Vaccinated (daily),Vaccinated (cumu),Vaccinated population percentage,Second dose (daily),Second dose (cumu),Second dose population precentage
2020-12-19,43,66,0,0,0,0
2020-12-20,7365,7431,0.08,0,0,0
2020-12-21,24886,32317,0.35,0,0,0
2020-12-22,44645,76962,0.83,0,0,0
2020-12-23,62976,139938,1.5,0,0,0
2020-12-24,73582,213520,2.3,0,0,0
2020-12-25,38753,252273,2.71,0,0,0
2020-12-26,32863,285136,3.07,0,0,0
2020-12-27,105108,390244,4.2,0,0,0
2020-12-28,135890,526134,5.66,0,0,0
2020-12-29,157353,683487,7.35,0,0,0
2020-12-30,154273,837760,9.01,0,0,0
2020-12-31,159604,997364,10.73,0,0,0
2021-01-01,72118,1069482,11.5,0,0,0
2021-01-02,72406,1141888,12.28,0,0,0
2021-01-03,150968,1292856,13.9,0,0,0
2021-01-04,153048,1445904,15.55,2,2,0
2021-01-05,126705,1572609,16.91,0,2,0
2021-01-06,104782,1677391,18.04,0,2,0
2021-01-07,117414,1794805,19.3,3,5,0
2021-01-08,67135,1861940,20.02,3,8,0
2021-01-09,44983,1906923,20.51,22,30,0
2021-01-10,38127,1945050,20.92,5980,6010,0.06
2021-01-11,21432,1966482,21.15,19232,25242,0.27
2021-01-12,24259,1990741,21.41,35635,60877,0.65
2021-01-13,52427,2043168,21.97,56898,117775,1.27
2021-01-14,56779,2099947,22.58,68889,186664,2.01
2021-01-15,30996,2130943,22.92,36124,222788,2.4
2021-01-16,29696,2160639,23.23,26187,248975,2.68
2021-01-17,68387,2229026,23.97,84562,333537,3.59
2021-01-18,69501,2298527,24.72,119954,453491,4.88
2021-01-19,72572,2371099,25.5,137270,590761,6.35
2021-01-20,76489,2447588,26.32,143155,733916,7.89
2021-01-21,69481,2517069,27.07,163619,897535,9.65
2021-01-22,37685,2554754,27.47,70799,968334,10.41
2021-01-23,39798,2594552,27.9,53411,1021745,10.99
2021-01-24,68891,2663443,28.64,140094,1161839,12.49
2021-01-25,80664,2744107,29.51,138929,1300768,13.99
2021-01-26,78433,2822540,30.35,125792,1426560,15.34
2021-01-27,77561,2900101,31.19,124443,1551003,16.68
2021-01-28,79311,2979412,32.04,130042,1681045,18.08
2021-01-29,36473,3015885,32.43,64510,1745555,18.77
2021-01-30,34227,3050112,32.8,42618,1788173,19.23
2021-01-31,73078,3123190,33.59,59235,1847408,19.87
2021-02-01,82123,3205313,34.47,35173,1882581,20.24
2021-02-02,69750,3275063,35.22,30862,1913443,20.58
2021-02-03,59976,3335039,35.86,51093,1964536,21.13
2021-02-04,72264,3407303,36.64,57772,2022308,21.75
2021-02-05,33723,3441026,37,28607,2050915,22.05
2021-02-06,21501,3462527,37.23,22102,2073017,22.29
2021-02-07,54040,3516567,37.82,68132,2141149,23.02
2021-02-08,58608,3575175,38.45,64784,2205933,23.72
2021-02-09,66149,3641324,39.16,66847,2272780,24.44
2021-02-10,70142,3711466,39.91,71741,2344521,25.21
2021-02-11,80353,3791819,40.78,71279,2415800,25.98
2021-02-12,38829,3830648,41.19,37336,2453136,26.38
2021-02-13,27350,3857998,41.49,30278,2483414,26.71
2021-02-14,74266,3932264,42.29,68688,2552102,27.44
2021-02-15,81055,4013319,43.16,75276,2627378,28.25
2021-02-16,83096,4096415,44.05,77067,2704445,29.08
2021-02-17,61502,4157917,44.71,74250,2778695,29.88
2021-02-18,68714,4226631,45.45,79152,2857847,30.73
2021-02-19,39437,4266068,45.88,37881,2895728,31.14
2021-02-20,31485,4297553,46.21,28497,2924225,31.45
2021-02-21,78993,4376546,47.06,78133,3002358,32.29
2021-02-22,84565,4461111,47.97,75850,3078208,33.1
2021-02-23,76900,4538011,48.8,69841,3148049,33.85
2021-02-24,60550,4598561,49.45,62493,3210542,34.52
2021-02-25,51239,4649800,50,64136,3274678,35.21
2021-02-26,24421,4674221,50.26,30532,3305210,35.54
2021-02-27,8516,4682737,50.36,9171,3314381,35.64
