Date,Vaccinated (daily),Vaccinated (cumu),Vaccinated population percentage,Second dose (daily),Second dose (cumu),Second dose population precentage
2020-12-19,40,57,0,0,0,0
2020-12-20,7306,7363,0.08,0,0,0
2020-12-21,24751,32114,0.35,0,0,0
2020-12-22,44259,76373,0.83,0,0,0
2020-12-23,61691,138064,1.5,0,0,0
2020-12-24,72188,210252,2.28,0,0,0
2020-12-25,37741,247993,2.69,0,0,0
2020-12-26,32021,280014,3.04,0,0,0
2020-12-27,102941,382955,4.16,0,0,0
2020-12-28,132395,515350,5.59,0,0,0
2020-12-29,153735,669085,7.26,0,0,0
2020-12-30,149971,819056,8.89,0,0,0
2020-12-31,155817,974873,10.58,0,0,0
2021-01-01,70510,1045383,11.34,0,0,0
2021-01-02,70929,1116312,12.11,0,0,0
2021-01-03,146196,1262508,13.7,0,0,0
2021-01-04,139631,1402139,15.22,2,2,0
2021-01-05,122948,1525087,16.55,0,2,0
2021-01-06,100733,1625820,17.64,0,2,0
2021-01-07,113710,1739530,18.88,4,6,0
2021-01-08,65304,1804834,19.59,5,11,0
2021-01-09,43916,1848750,20.06,26,37,0
2021-01-10,36874,1885624,20.46,5957,5994,0.07
2021-01-11,20261,1905885,20.68,19056,25050,0.27
2021-01-12,23454,1929339,20.94,35214,60264,0.65
2021-01-13,51066,1980405,21.49,55557,115821,1.26
2021-01-14,55487,2035892,22.09,67431,183252,1.99
2021-01-15,30365,2066257,22.42,35132,218384,2.37
2021-01-16,29115,2095372,22.74,25495,243879,2.65
2021-01-17,67621,2162993,23.47,82632,326511,3.54
2021-01-18,69421,2232414,24.23,117030,443541,4.81
2021-01-19,72517,2304931,25.01,134391,577932,6.27
2021-01-20,77113,2382044,25.85,139173,717105,7.78
2021-01-21,70877,2452921,26.62,158520,875625,9.5
2021-01-22,38713,2491634,27.04,69219,944844,10.25
2021-01-23,40521,2532155,27.48,52274,997118,10.82
2021-01-24,70841,2602996,28.25,135466,1132584,12.29
2021-01-25,88166,2691162,29.2,129248,1261832,13.69
2021-01-26,80221,2771383,30.08,119766,1381598,14.99
2021-01-27,80640,2852023,30.95,120095,1501693,16.3
2021-01-28,82125,2934148,31.84,126265,1627958,17.67
2021-01-29,37761,2971909,32.25,62876,1690834,18.35
2021-01-30,34922,3006831,32.63,41700,1732534,18.8
2021-01-31,58876,3065707,33.27,50954,1783488,19.35
